period,time,call_type,committing,disadvantaged,decision,comments,stint,game_id,game_details,game_date,scrape_time,away_score,away_team,home_score,home_team
Q4,01:59.5,Foul: Offensive,Jeremy Lamb,LaMelo Ball,CNC,Lamb (IND) and Ball (CHA) come together at the same spot off-ball and marginal body contact occurs.,34.69388% Complete    02:08.7       To       01:51.0,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:56.5,Foul: Personal,LaMelo Ball,Malcolm Brogdon,CNC,Ball (CHA) brushes Brogdon's (IND) left arm as Brogdon is passing the ball and marginal contact occurs.,34.69388% Complete    02:08.7       To       01:51.0,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:52.4,Foul: Loose Ball,Mason Plumlee,Domantas Sabonis,CNC,Plumlee (CHA) and Sabonis (IND) engage and disengage with one another during rebounding.,34.69388% Complete    02:08.7       To       01:51.0,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:51.1,Foul: Personal,Miles Bridges,Domantas Sabonis,CC,Bridges (CHA) delivers contact to Sabonis' (IND) back following the rebound and dislodges him from his position.,34.69388% Complete    02:08.7       To       01:51.0,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:24.3,Foul: Shooting,Malcolm Brogdon,Gordon Hayward,CNC,Brogdon (IND) cleanly dislodges Hayward (CHA) of the ball as simultaneous marginal contact occurs to Hayward's front. Craig's (IND) forearm is rested on Hayward's back and marginal contact occurs simultaneously with the dislodge.,22.44898% Complete    01:27.9       To       01:16.9,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:23.0,Foul: Loose Ball,Miles Bridges,Torrey Craig,CNC,Bridges (CHA) swipes forward and marginal contact occurs with Craig's (IND) right wrist as they each attempt to retrieve the loose ball.,22.44898% Complete    01:27.9       To       01:16.9,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:21.9,Stoppage: Out-of-Bounds,Torrey Craig,Hornets,IC,"Craig's (IND) foot remains in bounds as he makes contact with the ball. After batting the ball away, he steps out of bounds and re-establishes himself in bounds before making contact with the ball again.",22.44898% Complete    01:27.9       To       01:16.9,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:21.0,Foul: Offensive,Miles Bridges,Jeremy Lamb,CNC,Bridges (CHA) and Lamb (IND) engage and disengage with one another off-ball.,22.44898% Complete    01:27.9       To       01:16.9,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:20.5,Foul: Offensive,LaMelo Ball,Torrey Craig,CNC,Ball (CHA) establishes himself in a screening position in Craig's (IND) path and absorbs the contact.,22.44898% Complete    01:27.9       To       01:16.9,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:16.9,Foul: Personal,Malcolm Brogdon,Gordon Hayward,CC,Brogdon (IND) wraps Hayward's (CHA) upper half and affects his FOM off-ball.,22.44898% Complete    01:27.9       To       01:16.9,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:06.5,Foul: Loose Ball,LaMelo Ball,Chris Duarte,CNC,Ball (CHA) and Duarte (IND) make incidental contact with one another during rebounding.,22.44898% Complete    01:16.9       To       01:05.0,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:00.6,Foul: Shooting,Jeremy Lamb,Kelly Oubre Jr.,CNC,"Lamb (IND) cleanly dislodges Oubre Jr. (CHA) of the ball prior to incidental arm contact occurring. Following the dislodge, Lamb and Oubre Jr. make incidental foot-to-foot contact with one another.",26.530613% Complete    01:05.0       To       00:51.2,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:58.7,Stoppage: Out-of-Bounds,Pacers,Hornets,CNC,The ball is last touched by the Pacers before going out of bounds.  The Hornets retain possession.,26.530613% Complete    01:05.0       To       00:51.2,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:58.7,Foul: Offensive,Mason Plumlee,Torrey Craig,CNC,Plumlee (CHA) establishes himself in a screening position in Craig's (IND) path and absorbs the contact.,26.530613% Complete    01:05.0       To       00:51.2,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:58.7,Foul: Offensive,Gordon Hayward,Torrey Craig,CNC,Hayward (CHA) and Craig (IND) engage and disengage with one another during the inbound.,26.530613% Complete    01:05.0       To       00:51.2,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:57.6,Foul: Personal,Torrey Craig,Gordon Hayward,CNC,Craig's (IND) left arm is extended toward Hayward (CHA) and marginal contact occurs with Hayward's arm/front during the drive.,26.530613% Complete    01:05.0       To       00:51.2,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:56.9,Foul: Personal,Domantas Sabonis,Gordon Hayward,CNC,Sabonis (IND) jumps toward Hayward (CHA) and marginal body contact occurs as Hayward passes the ball at the end of the drive.,26.530613% Complete    01:05.0       To       00:51.2,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:53.5,Turnover: Traveling,Miles Bridges,Pacers,CNC,Bridges (CHA) gathers the ball on his right foot and takes two steps before attempting the shot.,26.530613% Complete    01:05.0       To       00:51.2,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:52.4,Foul: Shooting,Domantas Sabonis,Miles Bridges,CNC,Sabonis (IND) jumps toward Bridges (CHA) and marginal body contact occurs during Bridges' driving shot attempt.,26.530613% Complete    01:05.0       To       00:51.2,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:37.7,Foul: Loose Ball,Domantas Sabonis,Mason Plumlee,CNC,Sabonis' (IND) hands are rested on Plumlee's (CHA) back and marginal contact occurs as Sabonis releases away to pursue the rebound.,30.612246% Complete    00:51.2       To       00:35.9,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:37.0,Foul: Loose Ball,LaMelo Ball,Torrey Craig,INC,"Ball (CHA) grabs and pulls Craig's (IND) jersey, affecting Craig's ability to retrieve the rebound and subsequently causing the contact between Ball and Sabonis (IND) to occur.",30.612246% Complete    00:51.2       To       00:35.9,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:31.3,Foul: Personal,Jeremy Lamb,Gordon Hayward,CNC,Lamb (IND) swipes forward and marginal contact occurs with Hayward's (CHA) side/arm.,40.816326% Complete    00:35.9       To       00:15.7,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:23.1,Foul: Offensive,LaMelo Ball,Chris Duarte,CNC,"Ball (CHA) and Duarte (IND) come together at the same spot along the perimeter and, as the defensive switch takes place during the pick, marginal body contact occurs.",40.816326% Complete    00:35.9       To       00:15.7,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:17.0,Foul: Shooting,Torrey Craig,Gordon Hayward,CNC,Craig (IND) jumps alongside Hayward's (CHA) path and marginal contact occurs with Hayward's side during his upward shooting motion.,40.816326% Complete    00:35.9       To       00:15.7,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:16.7,Foul: Loose Ball,Domantas Sabonis,Gordon Hayward,CNC,Sabonis (IND) and Hayward (CHA) make incidental arm contact with one another during rebounding.,40.816326% Complete    00:35.9       To       00:15.7,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:16.2,Foul: Loose Ball,Torrey Craig,Mason Plumlee,CNC,Craig (IND) and Plumlee (CHA) make incidental arm contact with one another during rebounding.,40.816326% Complete    00:35.9       To       00:15.7,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:13.7,Foul: Loose Ball,Domantas Sabonis,Mason Plumlee,CNC,Sabonis (IND) makes clean contact with the ball and dislodges it away from Plumlee (CHA) before incidental contact occurs to Plumlee's lower body.,6.122449% Complete    00:15.7       To       00:12.3,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:12.3,Foul: Personal,Miles Bridges,Torrey Craig,IC,Bridges (CHA) brushes Craig's (IND) left forearm and marginal contact occurs following the rebounding sequence.,6.122449% Complete    00:15.7       To       00:12.3,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:11.6,Foul: Offensive,P.J. Washington,Justin Holiday,CNC,Washington (CHA) establishes himself in a screening position in Holiday's (IND) path and absorbs the contact.,14.285714% Complete    00:12.3       To       00:04.5,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:07.3,Foul: Shooting,Chris Duarte,Gordon Hayward,CNC,Duarte's (IND) arm is extended outward into Hayward's (CHA) path and marginal contact occurs to Hayward's front after his gather.,14.285714% Complete    00:12.3       To       00:04.5,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:07.2,Foul: Loose Ball,P.J. Washington,Chris Duarte,CNC,"Washington (CHA) extends his arms forward and marginal contact occurs with Duarte's (IND) arms and head during rebounding. Contact to an opponent?s head/face can be deemed marginal when the result of a natural basketball move, provided the contact is not disproportionate or uncontrolled.",14.285714% Complete    00:12.3       To       00:04.5,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:07.0,Foul: Loose Ball,Gordon Hayward,Chris Duarte,CNC,Hayward (CHA) cleanly dislodges Duarte (IND) of the ball during rebounding.,14.285714% Complete    00:12.3       To       00:04.5,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:06.5,Foul: Personal,Malcolm Brogdon,Gordon Hayward,CNC,Brogdon (IND) makes clean contact with the ball and dislodges it away from Hayward (CHA).,14.285714% Complete    00:12.3       To       00:04.5,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:04.6,Foul: Shooting,Torrey Craig,P.J. Washington,CC,Craig (IND) initiates contact across Washington's (CHA) left arm during his upward shooting motion.,14.285714% Complete    00:12.3       To       00:04.5,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:04.6,Foul: Personal,P.J. Washington,Domantas Sabonis,CNC,Washington (CHA) moves alongside Sabonis' (IND) path and absorbs the marginal body contact that occurs during the drive.,8.163265% Complete    00:04.5       To       00:00.0,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,00:00.8,Foul: Shooting,P.J. Washington,Domantas Sabonis,CNC,Washington (CHA) establishes himself in a legal guarding position and marginal contact occurs with Sabonis (IND) as he fades away during the shot attempt.,8.163265% Complete    00:04.5       To       00:00.0,gameId=0022100003,Pacers(122) @ Hornets(123),"October 20, 2021",2021-10-22T15:00:16Z,122,Pacers,123,Hornets
Q4,01:59.9,Foul: Shooting,DeMar DeRozan,Saddiq Bey,CNC,DeRozan (CHI) maintains a legal guarding position and absorbs the body contact that occurs during Bey's (DET) driving shot attempt.,38.77551% Complete    02:18.9       To       01:59.0,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,01:48.6,Foul: Offensive,Nikola Vucevic,Frank Jackson,CNC,"Vucevic (CHI) establishes himself in a screening position in Jackson's (DET) path and gives one step of distance before absorbing the contact, some of which occurs to Jackson's foot.",28.571428% Complete    01:59.0       To       01:44.4,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,01:46.0,Foul: Shooting,Cory Joseph,Lonzo Ball,CNC,Joseph (DET) makes clean contact with the ball and dislodges it away from Ball (CHI) during his upward shooting motion.,28.571428% Complete    01:59.0       To       01:44.4,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,01:45.0,Turnover: Lost Ball Out of Bounds,Lonzo Ball,Cory Joseph,CC,Ball (CHI) touches the ball last before it goes out of bounds.,28.571428% Complete    01:59.0       To       01:44.4,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,01:34.0,Foul: Offensive,Jerami Grant,Alex Caruso,CNC,Grant (DET) brings his off-arm toward Caruso's (CHI) front and marginal contact occurs as Grant releases away at the top of the perimeter.,32.65306% Complete    01:44.4       To       01:28.4,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,01:31.0,Foul: Offensive,Jerami Grant,Alex Caruso,CNC,Grant (DET) and Caruso (CHI) make incidental foot-to-foot contact with one another at the end of the drive.,32.65306% Complete    01:44.4       To       01:28.4,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,01:15.3,Foul: Offensive,Nikola Vucevic,Saddiq Bey,CNC,Vucevic (CHI) and Bey (DET) engage and disengage with one another as they move toward the lane.,36.734695% Complete    01:28.4       To       01:10.0,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,01:10.0,Foul: Loose Ball,Saddiq Bey,Nikola Vucevic,CNC,Bey (DET) and Vucevic (CHI) engage and disengage with one another during rebounding.,36.734695% Complete    01:28.4       To       01:10.0,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:55.9,Foul: Offensive,Isaiah Stewart,Lonzo Ball,CNC,Stewart (DET) firms up in his screening position in Ball's (CHI) path and absorbs the contact.,34.69388% Complete    01:10.0       To       00:52.1,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:53.4,Foul: Shooting,Lonzo Ball,Jerami Grant,INC,"Ball (CHI) does not get up to ball height and initiates contact with Grant's (DET) right forearm that affects his jump shot attempt. On his follow through Grant turns and extends his right leg, which connects with Ball. The contact is marginal.",34.69388% Complete    01:10.0       To       00:52.1,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:49.5,Foul: Personal,Saddiq Bey,DeMar DeRozan,CC,Bey (DET) swipes down and initiates contact with DeRozan's (CHI) head.,22.44898% Complete    00:52.1       To       00:40.9,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:43.5,Foul: Personal,Frank Jackson,Alex Caruso,CNC,Jackson (DET) rests his hands on Caruso's (CHI) hips and marginal contact occurs as Caruso moves toward the perimeter.,22.44898% Complete    00:52.1       To       00:40.9,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:40.9,Foul: Personal,Jerami Grant,Zach LaVine,CC,Grant (DET) is late to the spot and does not establish a legal guarding position prior to the contact with LaVine (CHI) taking place.,22.44898% Complete    00:52.1       To       00:40.9,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:40.9,Violation: Delay of Game,Pistons,Bulls,CC,Correctly called delay of game warning against DET.,22.44898% Complete    00:52.1       To       00:40.9,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:32.3,Foul: Shooting,Patrick Williams,Jerami Grant,CNC,Williams (CHI) swipes down and makes clean contact with the ball during Grant's (DET) upward shooting motion.,42.857143% Complete    00:40.9       To       00:19.7,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:24.4,Foul: Personal,Lonzo Ball,Cory Joseph,CNC,Ball (CHI) and Joseph (DET) engage and disengage with one another during rebounding.,42.857143% Complete    00:40.9       To       00:19.7,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:24.4,Foul: Personal,Jerami Grant,Zach LaVine,CC,Grant (DET) commits a take foul on LaVine (CHI).,2.0408163% Complete    00:19.7       To       00:18.1,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:23.4,Foul: Offensive,Cory Joseph,Lonzo Ball,CNC,Joseph (DET) brings his off-arm toward Ball's (CHI) side as he spins toward the baseline and marginal contact occurs.,42.857143% Complete    00:40.9       To       00:19.7,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:22.0,Foul: Offensive,Kelly Olynyk,DeMar DeRozan,CNC,Olynyk (DET) establishes himself in a screening position in DeRozan's (CHI) path and absorbs the contact.,42.857143% Complete    00:40.9       To       00:19.7,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:18.1,Foul: Personal,Frank Jackson,Zach LaVine,CC,Jackson (DET) initiates contact across LaVine's (CHI) left arm after he secures the rebound.,2.0408163% Complete    00:19.7       To       00:18.1,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:10.3,Foul: Personal,Kelly Olynyk,Nikola Vucevic,CNC,Olynyk (DET) brings his hands toward Vucevic's (CHI) front and marginal contact occurs as Vucevic is passing.,36.734695% Complete    00:18.1       To       00:00.0,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:03.1,Foul: Shooting,Bulls,Jerami Grant,CNC,Vucevic (CHI) legally contests Grant's (DET) jump shot attempt.,36.734695% Complete    00:18.1       To       00:00.0,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,00:01.1,Foul: Loose Ball,Lonzo Ball,Cory Joseph,CNC,Ball (CHI) makes incidental arm contact with Joseph (DET) during rebounding.,36.734695% Complete    00:18.1       To       00:00.0,gameId=0022100004,Bulls(94) @ Pistons(88),"October 20, 2021",2021-10-22T15:00:18Z,94,Bulls,88,Pistons
Q4,01:45,Foul: Shooting,Obi Toppin,Jayson Tatum,CNC,Toppin (NY) makes clean contact with the ball during Tatum's (BOS) driving shot attempt.,36.734695% Complete    01:45.1       To       01:27.0,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,01:41.8,Foul: Personal,Jayson Tatum,Kemba Walker,CC,Tatum (BOS) dislodges Walker (NYK) from his position as he secures the loose ball.,36.734695% Complete    01:45.1       To       01:27.0,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,01:41.8,Violation: Delay of Game,Knicks,Celtics,CC,Correctly called delay of game violation.,36.734695% Complete    01:45.1       To       01:27.0,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,01:34.9,Foul: Personal,Marcus Smart,Kemba Walker,INC,Smart (BOS) makes contact to the body of Walker (NYK) that affects his SBQR.,36.734695% Complete    01:45.1       To       01:27.0,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,01:28.9,Foul: Offensive,RJ Barrett,Robert Williams III,CNC,"Barrett (NYK) makes incidental contact to the head of Tatum (BOS) during his driving shot attempt that does not affect his ability to defend the shot attempt.   Contact to an opponent?s head/face can be deemed marginal when the result of a natural basketball move, provided the contact is not disproportionate or uncontrolled.",36.734695% Complete    01:45.1       To       01:27.0,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,01:10.2,Foul: Shooting,RJ Barrett,Jaylen Brown,CNC,Barrett (NYK) swipes down and does not make contact with Brown's (BOS) arm during his driving shot attempt.,34.69388% Complete    01:27.0       To       01:09.1,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,00:44.4,Turnover: Lost Ball Out of Bounds,Jaylen Brown,Julius Randle,CC,The ball is last touched by Brown (BOS) before it goes out of bounds.,26.530613% Complete    00:57.5       To       00:44.4,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,00:32.0,Foul: Personal,Jaylen Brown,Julius Randle,CNC,Brown (BOS) briefly places an arm on Randle's (NYK) back and the contact is marginal as he deflects the pass away.,24.489796% Complete    00:44.4       To       00:31.6,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,00:27.9,Foul: Shooting,Kemba Walker,Grant Williams,CNC,Walker (NYK) jumps and is retreating with his arms vertical during Williams' (BOS) driving shot attempt.,8.163265% Complete    00:31.6       To       00:26.8,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,00:26.8,Foul: Offensive,Julius Randle,Grant Williams,CNC,"Randle (NYK) places his arms against Williams (BOS), but contact is marginal and he does not dislodge him from his position.",8.163265% Complete    00:26.8       To       00:22.2,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,00:19.9,Foul: Personal,Evan Fournier,Jaylen Brown,CC,Fournier (NYK) delivers contact to Brown's (BOS) body that affects his SBQR as he gathers the loose ball.,20.408163% Complete    00:22.2       To       00:11.5,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,00:19.9,Foul: Shooting,RJ Barrett,Robert Williams III,CC,Barrett (NYK) makes contact to Williams' (BOS) arm that affects his shot attempt near the rim.,20.408163% Complete    00:22.2       To       00:11.5,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,00:08.7,Foul: Personal,Evan Fournier,Jaylen Brown,CNC,Fournier (NYK) makes marginal contact to Brown's (BOS) body as he starts to dribble. The contact does not affect Brown's SBQR.,8.163265% Complete    00:09.3       To       00:05.3,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q4,00:05.3,Foul: Personal,Grant Williams,Julius Randle,CC,Williams (BOS) commits a take foul on Randle (NYK).,1% Complete    00:05.3       To       00:04.8,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q5,01:33.8,Foul: Shooting,Jayson Tatum,Evan Fournier,CNC,Tatum (BOS) makes contact with the ball during Fournier's (NYK) jump shot attempt.,34.69388% Complete    01:50.3       To       01:32.4,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q5,01:13.0,Foul: Personal,Marcus Smart,Julius Randle,CNC,Smart (BOS) reaches in and makes marginal contact to Randle's (NYK) leg as he falls to the floor.,34.69388% Complete    01:25.9       To       01:08.7,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q5,00:01.7,Foul: Shooting,RJ Barrett,Jayson Tatum,CNC,Barrett (NYK) legally contests Tatum's (BOS) jump shot attempt.,42.857143% Complete    00:21.2       To       00:00.0,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q6,01:52.1,Foul: Personal,Jaylen Brown,Julius Randle,CC,Brown (BOS) extends his hands forward into Randle's (NYK) body and initiates contact that affects his SQBR.,36.734695% Complete    02:04.3       To       01:46.0,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q6,01:46.5,Foul: Shooting,Robert Williams III,Julius Randle,CC,Williams III (BOS) does not maintain verticality and makes contact with Randle's (NYK) arm as he defends the shot attempt.,36.734695% Complete    02:04.3       To       01:46.0,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q6,01:40.1,Foul: Offensive,Robert Williams III,Julius Randle,CNC,Williams III (BOS) is already in Randle's (NYK) path when contact occurs and he does not deliver contact.,26.530613% Complete    01:46.0       To       01:32.1,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q6,01:34.1,Foul: Shooting,RJ Barrett,Jayson Tatum,CNC,Barrett (NYK) legally contests Tatum's (BOS) jump shot attempt.,26.530613% Complete    01:46.0       To       01:32.1,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
Q6,01:19.5,Foul: Offensive,Mitchell Robinson,Dennis Schroder,CNC,Robinson (NYK) is already in Schroder's (BOS) path and marginal contact occurs as the defenders switch.,32.65306% Complete    01:32.1       To       01:15.4,gameId=0022100005,Celtics(134) @ Knicks(138),"October 20, 2021",2021-10-22T15:00:20Z,134,Celtics,138,Knicks
