period,time,call_type,committing,disadvantaged,decision,comments,game_details,page,file,game_date,away_score,away_team,home_score,home_team
Q4,01:57.0,Foul: Personal,Rudy Gay,Dario Saric,CC,Gay (SAS) makes contact to Saric's (PHX) arm prior to catching the pass in the post.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,01:50.0,Foul: Offensive,LaMarcus Aldridge,Cameron Johnson,CNC,Aldridge (SAS) is firming up and makes marginal contact with Johnson (PHX) during the screen.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,01:48.0,Foul: Shooting,Aron Baynes,Patty Mills,INC,Baynes (PHX) does not allow Mills (SAS) to land following the jump shot attempt.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,01:45.0,Foul: Personal,Dejounte Murray,Ricky Rubio,CC,"Murray (SAS) reaches across Rubio's (PHX) body in the backcourt, any additional contact from Rubio is considered marginal.","Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,01:38.0,Foul: Offensive,Patty Mills,Kelly Oubre Jr.,CNC,Mills (SAS) sets the screen on Oubre Jr. (PHX) and gives him room to avoid the contact.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,01:03.0,Foul: Offensive,Patty Mills,Aron Baynes,CNC,Mills (SAS) makes marginal contact with Baynes (PHX) as he comes around the screen.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,00:56.8,Foul: Shooting,Dario Saric,Rudy Gay,CC,Saric (PHX) makes contact to Gay's (SAS) body on the follow through.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,00:52.3,Foul: Personal,Rudy Gay,Dario Saric,CNC,Gay (SAS) makes mariginal contact with Saric (PHX) as he cuts through the lane.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,00:42.0,Violation: Defensive Goaltending,Rudy Gay,Ricky Rubio,CNC,Gay (SAS) cleanly blocks Rubio's (PHX) shot attempt prior to the ball reaching it's apex.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,00:27.0,Foul: Offensive,LaMarcus Aldridge,Kelly Oubre Jr.,CNC,"After the pick, Aldridge (SAS) makes slight contact with Oubre (PHX) as he rolls to the basket.","Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,00:16.7,Foul: Shooting,Aron Baynes,LaMarcus Aldridge,CC,Baynes (PHX) dislodges Aldridge (SAS) in the post during the shot attempt.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q4,00:02.6,Foul: Offensive,Rudy Gay,Kelly Oubre Jr.,CNC,"Gay (SAS) makes slight contact with Oubre (PHX) as he positions himself for the inbound pass. While in the post, Gay dislodges White (SAS).","Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,01:26.0,Foul: Personal,Kelly Oubre Jr.,Patty Mills,CNC,Oubre (PHX) cleanly dislodges the basketball on Mills' (SAS) drive to the basket.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,01:23.0,Foul: Personal,Patty Mills,Ricky Rubio,CNC,Mills (SAS) cleanly dislodges the basketball from Rubio (PHX) in transition.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,01:05.0,Foul: Personal,LaMarcus Aldridge,Mikal Bridges,CNC,Aldridge (SAS) makes marginal contact with Bridges (PHX) as they disengage from the screen.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:53.0,Foul: Offensive,Rudy Gay,Cameron Johnson,CNC,Gay (SAS) is firming up and makes marginal contact with Johnson (PHX) during the pick.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:48.6,Foul: Shooting,Frank Kaminsky,LaMarcus Aldridge,CC,Kaminsky (PHX) makes contact with Aldridge (SAS) in the post during his shot attempt.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:40.8,Foul: Offensive,Frank Kaminsky,Dejounte Murray,CNC,Kaminsky (PHX) makes marginal contact with Murray (SAS) during the pick.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:23.4,Foul: Personal,Cameron Johnson,Rudy Gay,CNC,Johnson (PHX) makes slight contact with Gay (SAS) during the pick.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:15.5,Foul: Shooting,Frank Kaminsky,LaMarcus Aldridge,CNC,Kaminsky (PHX) makes slight contact to Aldridge's (SAS) arm as it is retreating on the shot attempt.,"Spurs @ Suns (Dec 14, 2019)",1,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:09.2,Foul: Personal,LaMarcus Aldridge,Ricky Rubio,CC,Aldridge (SAS) commits a take foul on Rubio (PHX).,"Spurs @ Suns (Dec 14, 2019)",2,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:08.6,Instant Replay: Support Ruling,,,CC,"After communicating with the Replay Center, the ruling on the court of Spurs' basketball was confirmed.","Spurs @ Suns (Dec 14, 2019)",2,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:05.5,Foul: Shooting,Mikal Bridges,DeMar DeRozan,CC,Bridges (PHX) makes contact with DeRozan's (SAS) arm that affects his driving shot attempt.,"Spurs @ Suns (Dec 14, 2019)",2,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:05.4,Foul: Loose Ball,Mikal Bridges,Rudy Gay,CNC,Bridges (PHX) makes marginal contact with Gay (SAS) during the rebound.,"Spurs @ Suns (Dec 14, 2019)",2,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:03.8,Instant Replay: Support Ruling,,,CC,"After communicating with the Replay Center, the ruling on the court of Spurs' ball was confirmed.","Spurs @ Suns (Dec 14, 2019)",2,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
Q5,00:02.8,Foul: Offensive,LaMarcus Aldridge,Ricky Rubio,CNC,Aldridge (SAS) is firming up and make marginal contact with Rubio (PHX) on the dribble handoff.,"Spurs @ Suns (Dec 14, 2019)",2,Spurs-121-Suns-119-OT.pdf,"Dec 14, 2019",121,Spurs,119,Suns
