date,weekday,month,day,year,season,away,home,oppoenent,time_est,networks,network_1,network_2,network_3,date_old,preseason
1/9/2003,Thu,1,9,2003,2003,SAC ,BRK,Sacramento @ New Jersey,7:30 PM,TNT,TNT,,,Thu Jan 9,0
1/9/2003,Thu,1,9,2003,2003,SAS ,POR,San Antonio @ Portland,10:00 PM,TNT,TNT,,,Thu Jan 9,0
1/10/2003,Fri,1,10,2003,2003,BOS ,DAL,Boston @ Dallas,8:00 PM,ESPN2,ESPN2,,,Fri Jan 10,0
1/10/2003,Fri,1,10,2003,2003,LAC ,OKC,L.A. Clippers @ Seattle,10:30 PM,ESPN,ESPN,,,Fri Jan 10,0
1/12/2003,Sun,1,12,2003,2003,DAL ,LAC,Dallas @ L.A. Clippers,3:30 PM,Telemundo,Telemundo,,,Sun Jan 12,0
1/15/2003,Wed,1,15,2003,2003,DAL ,SAC,Dallas @ Sacramento,9:00 PM,ESPN,ESPN,,,Wed Jan 15,0
1/16/2003,Thu,1,16,2003,2003,ORL ,WAS,Orlando @ Washington,7:30 PM,TNT,TNT,,,Thu Jan 16,0
1/16/2003,Thu,1,16,2003,2003,OKC ,UTA,Seattle @ Utah,10:00 PM,TNT,TNT,,,Thu Jan 16,0
1/17/2003,Fri,1,17,2003,2003,MIL ,PHI,Milwaukee @ Philadelphia,7:00 PM,ESPN2,ESPN2,,,Fri Jan 17,0
1/17/2003,Fri,1,17,2003,2003,LAL ,HOU,L.A. Lakers @ Houston,9:30 PM,ESPN,ESPN,,,Fri Jan 17,0
1/20/2003,Mon,1,20,2003,2003,BOS ,PHI,Boston @ Philadelphia,7:30 PM,TNT,TNT,,,Mon Jan 20,0
1/20/2003,Mon,1,20,2003,2003,LAC ,LAL,L.A. Clippers @ L.A. Lakers,10:00 PM,TNT,TNT,,,Mon Jan 20,0
1/22/2003,Wed,1,22,2003,2003,WAS ,NOP,Washington @ New Orleans,9:00 PM,ESPN,ESPN,,,Wed Jan 22,0
1/23/2003,Thu,1,23,2003,2003,DAL ,PHI,Dallas @ Philadelphia,7:30 PM,TNT,TNT,,,Thu Jan 23,0
1/23/2003,Thu,1,23,2003,2003,BRK ,GSW,New Jersey @ Golden State,10:00 PM,TNT,TNT,,,Thu Jan 23,0
1/24/2003,Fri,1,24,2003,2003,DAL ,NYK,Dallas @ New York,7:00 PM,ESPN,ESPN,,,Fri Jan 24,0
1/24/2003,Fri,1,24,2003,2003,BRK ,LAL,New Jersey @ L.A. Lakers,9:30 PM,ESPN2,ESPN2,,,Fri Jan 24,0
1/25/2003,Sat,1,25,2003,2003,PHI ,MIA,Philadelphia @ Miami,3:00 PM,Telemundo,Telemundo,,,Sat Jan 25,0
1/26/2003,Sun,1,26,2003,2003,POR ,DAL,Portland @ Dallas,2:00 PM,ESPN,ESPN,,,Sun Jan 26,0
1/29/2003,Wed,1,29,2003,2003,DAL ,HOU,Dallas @ Houston,9:00 PM,ESPN,ESPN,,,Wed Jan 29,0
1/30/2003,Thu,1,30,2003,2003,MIN ,DAL,Minnesota @ Dallas,7:30 PM,TNT,TNT,,,Thu Jan 30,0
1/30/2003,Thu,1,30,2003,2003,SAC ,OKC,Sacramento @ Seattle,10:00 PM,TNT,TNT,,,Thu Jan 30,0
1/31/2003,Fri,1,31,2003,2003,SAS ,ORL,San Antonio @ Orlando,8:00 PM,ESPN,ESPN,,,Fri Jan 31,0
1/31/2003,Fri,1,31,2003,2003,LAL ,SAC,L.A. Lakers @ Sacramento,10:30 PM,ESPN,ESPN,,,Fri Jan 31,0
2/2/2003,Sun,2,2,2003,2003,PHI ,MIN,Philadelphia @ Minnesota,3:30 PM,Telemundo,Telemundo,,,Sun Feb 2,0
2/5/2003,Wed,2,5,2003,2003,BRK ,PHI,New Jersey @ Philadelphia,7:30 PM,ESPN2,ESPN2,,,Wed Feb 5,0
2/6/2003,Thu,2,6,2003,2003,LAL ,NYK,L.A. Lakers @ New York,7:30 PM,TNT,TNT,,,Thu Feb 6,0
2/6/2003,Thu,2,6,2003,2003,SAS ,DEN,San Antonio @ Denver,10:00 PM,TNT,TNT,,,Thu Feb 6,0
2/12/2003,Wed,2,12,2003,2003,DAL ,MIL,Dallas @ Milwaukee,9:00 PM,ESPN,ESPN,,,Wed Feb 12,0
2/13/2003,Thu,2,13,2003,2003,ORL ,DET,Orlando @ Detroit,7:30 PM,TNT,TNT,,,Thu Feb 13,0
2/13/2003,Thu,2,13,2003,2003,BOS ,POR,Boston @ Portland,10:00 PM,TNT,TNT,,,Thu Feb 13,0
2/14/2003,Fri,2,14,2003,2003,ORL ,PHI,Orlando @ Philadelphia,8:00 PM,ESPN,ESPN,,,Fri Feb 14,0
2/14/2003,Fri,2,14,2003,2003,SAS ,LAL,San Antonio @ L.A. Lakers,10:30 PM,ESPN,ESPN,,,Fri Feb 14,0
2/16/2003,Sun,2,16,2003,2003,PHI ,BRK,Philadelphia @ New Jersey,1:00 PM,ABC,ABC,,,Sun Feb 16,0
2/16/2003,Sun,2,16,2003,2003,SAS ,SAC,San Antonio @ Sacramento,3:30 PM,ABC,ABC,,,Sun Feb 16,0
2/17/2003,Mon,2,17,2003,2003,TOR ,WAS,Toronto @ Washington,1:30 PM,ESPN,ESPN,,,Mon Feb 17,0
2/19/2003,Wed,2,19,2003,2003,PHI ,CHI,Philadelphia @ Chicago,9:30 PM,ESPN2,ESPN2,,,Wed Feb 19,0
2/20/2003,Thu,2,20,2003,2003,IND ,BRK,Indiana @ New Jersey,7:30 PM,TNT,TNT,,,Thu Feb 20,0
2/20/2003,Thu,2,20,2003,2003,BOS ,SAC,Boston @ Sacramento,10:00 PM,TNT,TNT,,,Thu Feb 20,0
2/21/2003,Fri,2,21,2003,2003,DET ,MIN,Detroit @ Minnesota,8:00 PM,ESPN,ESPN,,,Fri Feb 21,0
2/21/2003,Fri,2,21,2003,2003,MIL ,OKC,Milwaukee @ Seattle,10:30 PM,ESPN,ESPN,,,Fri Feb 21,0
2/23/2003,Sun,2,23,2003,2003,DAL ,WAS,Dallas @ Washington,12:30 PM,ABC,ABC,,,Sun Feb 23,0
2/23/2003,Sun,2,23,2003,2003,PHO ,MIN,Phoenix @ Minnesota,3:30 PM,Telemundo,Telemundo,,,Sun Feb 23,0
2/26/2003,Wed,2,26,2003,2003,TOR ,CHI,Toronto @ Chicago,9:00 PM,ESPN,ESPN,,,Wed Feb 26,0
2/27/2003,Thu,2,27,2003,2003,SAC ,DAL,Sacramento @ Dallas,7:30 PM,TNT,TNT,,,Thu Feb 27,0
2/27/2003,Thu,2,27,2003,2003,DET ,LAL,Detroit @ L.A. Lakers,10:00 PM,TNT,TNT,,,Thu Feb 27,0
2/28/2003,Fri,2,28,2003,2003,TOR ,BOS,Toronto @ Boston,8:00 PM,ESPN,ESPN,,,Fri Feb 28,0
2/28/2003,Fri,2,28,2003,2003,LAC ,POR,L.A. Clippers @ Portland,10:30 PM,ESPN,ESPN,,,Fri Feb 28,0
3/1/2003,Sat,3,1,2003,2003,SAC ,SAS,Sacramento @ San Antonio,4:00 PM,ESPN,ESPN,,,Sat Mar 1,0
3/2/2003,Sun,3,2,2003,2003,SAS ,HOU,San Antonio @ Houston,4:00 PM,Telemundo,Telemundo,,,Sun Mar 2,0
3/5/2003,Wed,3,5,2003,2003,MIN ,SAC,Minnesota @ Sacramento,9:00 PM,ESPN,ESPN,,,Wed Mar 5,0
3/6/2003,Thu,3,6,2003,2003,BRK ,SAS,New Jersey @ San Antonio,7:30 PM,TNT,TNT,,,Thu Mar 6,0
3/6/2003,Thu,3,6,2003,2003,PHI ,POR,Philadelphia @ Portland,10:00 PM,TNT,TNT,,,Thu Mar 6,0
3/7/2003,Fri,3,7,2003,2003,LAC ,BOS,L.A. Clippers @ Boston,8:00 PM,ESPN,ESPN,,,Fri Mar 7,0
3/7/2003,Fri,3,7,2003,2003,PHI ,OKC,Philadelphia @ Seattle,10:30 PM,ESPN,ESPN,,,Fri Mar 7,0
3/9/2003,Sun,3,9,2003,2003,WAS ,NYK,Washington @ New York,1:00 PM,ABC,ABC,,,Sun Mar 9,0
3/9/2003,Sun,3,9,2003,2003,PHI ,LAL,Philadelphia @ L.A. Lakers,3:30 PM,ABC,ABC,,,Sun Mar 9,0
3/13/2003,Thu,3,13,2003,2003,BOS ,BRK,Boston @ New Jersey,7:30 PM,TNT,TNT,,,Thu Mar 13,0
3/13/2003,Thu,3,13,2003,2003,DAL ,OKC,Dallas @ Seattle,10:00 PM,TNT,TNT,,,Thu Mar 13,0
3/16/2003,Sun,3,16,2003,2003,PHI ,BRK,Philadelphia @ New Jersey,1:00 PM,Telemundo,Telemundo,,,Sun Mar 16,0
3/16/2003,Sun,3,16,2003,2003,DAL ,SAC,Dallas @ Sacramento,3:30 PM,ABC,ABC,,,Sun Mar 16,0
3/19/2003,Wed,3,19,2003,2003,MIA ,ORL,Miami @ Orlando,7:00 PM,ESPN,ESPN,,,Wed Mar 19,0
3/20/2003,Thu,3,20,2003,2003,PHI ,DET,Philadelphia @ Detroit,7:30 PM,TNT,TNT,,,Thu Mar 20,0
3/20/2003,Thu,3,20,2003,2003,LAL ,SAC,L.A. Lakers @ Sacramento,10:00 PM,TNT,TNT,,,Thu Mar 20,0
3/21/2003,Fri,3,21,2003,2003,DET ,NYK,Detroit @ New York,8:00 PM,ESPN,ESPN,,,Fri Mar 21,0
3/21/2003,Fri,3,21,2003,2003,BOS ,LAL,Boston @ L.A. Lakers,10:30 PM,ESPN,ESPN,,,Fri Mar 21,0
3/23/2003,Sun,3,23,2003,2003,LAL ,SAS,L.A. Lakers @ San Antonio,1:00 PM,ABC,ABC,,,Sun Mar 23,0
3/26/2003,Wed,3,26,2003,2003,ORL ,NOP,Orlando @ New Orleans,9:00 PM,ESPN,ESPN,,,Wed Mar 26,0
3/27/2003,Thu,3,27,2003,2003,MIN ,ORL,Minnesota @ Orlando,7:30 PM,TNT,TNT,,,Thu Mar 27,0
3/27/2003,Thu,3,27,2003,2003,LAC ,SAC,L.A. Clippers @ Sacramento,10:00 PM,TNT,TNT,,,Thu Mar 27,0
3/28/2003,Fri,3,28,2003,2003,BRK ,NYK,New Jersey @ New York,8:00 PM,ESPN,ESPN,,,Fri Mar 28,0
3/28/2003,Fri,3,28,2003,2003,DAL ,POR,Dallas @ Portland,10:30 PM,ESPN,ESPN,,,Fri Mar 28,0
3/30/2003,Sun,3,30,2003,2003,DAL ,MIN,Dallas @ Minnesota,1:30 PM,ABC,ABC,,,Sun Mar 30,0
4/2/2003,Wed,4,2,2003,2003,SAC ,WAS,Sacramento @ Washington,8:00 PM,ESPN,ESPN,,,Wed Apr 2,0
4/2/2003,Wed,4,2,2003,2003,NYK ,DEN,New York @ Denver,10:30 PM,ESPN,ESPN,,,Wed Apr 2,0
4/3/2003,Thu,4,3,2003,2003,LAL ,DAL,L.A. Lakers @ Dallas,7:30 PM,TNT,TNT,,,Thu Apr 3,0
4/3/2003,Thu,4,3,2003,2003,UTA ,POR,Utah @ Portland,10:00 PM,TNT,TNT,,,Thu Apr 3,0
4/4/2003,Fri,4,4,2003,2003,SAC ,BOS,Sacramento @ Boston,8:00 PM,ESPN,ESPN,,,Fri Apr 4,0
4/4/2003,Fri,4,4,2003,2003,LAC ,OKC,L.A. Clippers @ Seattle,10:30 PM,ESPN,ESPN,,,Fri Apr 4,0
4/5/2003,Sat,4,5,2003,2003,MIN ,PHO,Minnesota @ Phoenix,3:30 PM,Telemundo,Telemundo,,,Sat Apr 5,0
4/6/2003,Sun,4,6,2003,2003,WAS ,BOS,Washington @ Boston,1:00 PM,ABC,ABC,,,Sun Apr 6,0
4/6/2003,Sun,4,6,2003,2003,SAC ,PHI,Sacramento @ Philadelphia,3:30 PM,ABC,ABC,,,Sun Apr 6,0
4/9/2003,Wed,4,9,2003,2003,MIN ,OKC,Minnesota @ Seattle,10:00 PM,ESPN,ESPN,,,Wed Apr 9,0
4/10/2003,Thu,4,10,2003,2003,PHI ,BOS,Philadelphia @ Boston,7:30 PM,TNT,TNT,,,Thu Apr 10,0
4/10/2003,Thu,4,10,2003,2003,SAC ,LAL,Sacramento @ L.A. Lakers,10:00 PM,TNT,TNT,,,Thu Apr 10,0
4/11/2003,Fri,4,11,2003,2003,PHI ,NYK,Philadelphia @ New York,8:00 PM,ESPN,ESPN,,,Fri Apr 11,0
4/11/2003,Fri,4,11,2003,2003,DEN ,SAC,Denver @ Sacramento,10:30 PM,ESPN,ESPN,,,Fri Apr 11,0
4/13/2003,Sun,4,13,2003,2003,LAL ,POR,L.A. Lakers @ Portland,3:30 PM,ABC,ABC,,,Sun Apr 13,0
4/16/2003,Wed,4,16,2003,2003,UTA ,SAC,Utah @ Sacramento,10:00 PM,ESPN,ESPN,,,Wed Apr 16,0
10/28/2003,Tue,10,28,2003,2004,PHO ,SAS,Phoenix @ San Antonio,8:00 PM,TNT,TNT,,,Tue Oct 28,0
10/28/2003,Tue,10,28,2003,2004,DAL ,LAL,Dallas @ L.A. Lakers,10:30 PM,TNT SCORE,TNT,SCORE,,Tue Oct 28,0
10/29/2003,Wed,10,29,2003,2004,ORL ,NYK,Orlando @ New York,8:00 PM,ESPN,ESPN,,,Wed Oct 29,0
10/29/2003,Wed,10,29,2003,2004,BRK ,TOR,New Jersey @ Toronto,8:00 PM,RSN,RSN,,,Wed Oct 29,0
10/29/2003,Wed,10,29,2003,2004,CLE ,SAC,Cleveland @ Sacramento,10:30 PM,ESPN SCORE,ESPN,SCORE,,Wed Oct 29,0
10/30/2003,Thu,10,30,2003,2004,LAC ,OKC,L.A. Clippers @ Seattle,5:30 AM,NBATV,NBATV,,,Thu Oct 30,0
10/30/2003,Thu,10,30,2003,2004,DEN ,HOU,Denver @ Houston,8:00 PM,TNT,TNT,,,Thu Oct 30,0
10/30/2003,Thu,10,30,2003,2004,CLE ,PHO,Cleveland @ Phoenix,10:30 PM,TNT,TNT,,,Thu Oct 30,0
10/31/2003,Fri,10,31,2003,2004,MIN ,BRK,Minnesota @ New Jersey,8:00 PM,ESPN,ESPN,,,Fri Oct 31,0
10/31/2003,Fri,10,31,2003,2004,PHI ,SAC,Philadelphia @ Sacramento,10:30 PM,ESPN,ESPN,,,Fri Oct 31,0
11/1/2003,Sat,11,1,2003,2004,DET ,ORL,Detroit @ Orlando,7:00 PM,NBATV,NBATV,,,Sat Nov 1,0
11/1/2003,Sat,11,1,2003,2004,TOR ,MIN,Toronto @ Minnesota,8:00 PM,TSN,TSN,,,Sat Nov 1,0
11/1/2003,Sat,11,1,2003,2004,CLE ,POR,Cleveland @ Portland,10:00 PM,NBATV,NBATV,,,Sat Nov 1,0
11/2/2003,Sun,11,2,2003,2004,GSW ,LAL,Golden State @ L.A. Lakers,9:30 PM,NBATV,NBATV,,,Sun Nov 2,0
11/3/2003,Mon,11,3,2003,2004,MIN ,UTA,Minnesota @ Utah,9:00 PM,NBATV,NBATV,,,Mon Nov 3,0
11/4/2003,Tue,11,4,2003,2004,HOU ,BRK,Houston @ New Jersey,7:30 PM,NBATV,NBATV,,,Tue Nov 4,0
11/5/2003,Wed,11,5,2003,2004,DEN ,CLE,Denver @ Cleveland,8:00 PM,ESPN,ESPN,,,Wed Nov 5,0
11/5/2003,Wed,11,5,2003,2004,MEM ,POR,Memphis @ Portland,10:30 PM,ESPN,ESPN,,,Wed Nov 5,0
11/6/2003,Thu,11,6,2003,2004,IND ,BRK,Indiana @ New Jersey,7:00 PM,TNT,TNT,,,Thu Nov 6,0
11/6/2003,Thu,11,6,2003,2004,DAL ,TOR,Dallas @ Toronto,8:00 PM,SCORE,SCORE,,,Thu Nov 6,0
11/6/2003,Thu,11,6,2003,2004,LAL ,SAS,L.A. Lakers @ San Antonio,9:30 PM,TNT,TNT,,,Thu Nov 6,0
11/7/2003,Fri,11,7,2003,2004,MIN ,ORL,Minnesota @ Orlando,8:00 PM,ESPN,ESPN,,,Fri Nov 7,0
11/7/2003,Fri,11,7,2003,2004,POR ,OKC,Portland @ Seattle,10:30 PM,ESPN,ESPN,,,Fri Nov 7,0
11/8/2003,Sat,11,8,2003,2004,DAL ,SAS,Dallas @ San Antonio,8:30 PM,NBATV,NBATV,,,Sat Nov 8,0
11/9/2003,Sun,11,9,2003,2004,SAC ,BOS,Sacramento @ Boston,6:00 PM,NBATV,NBATV,,,Sun Nov 9,0
11/10/2003,Mon,11,10,2003,2004,NYK ,CLE,New York @ Cleveland,7:00 PM,NBATV,NBATV,,,Mon Nov 10,0
11/11/2003,Tue,11,11,2003,2004,BOS ,IND,Boston @ Indiana,7:00 PM,SCORE,SCORE,,,Tue Nov 11,0
11/11/2003,Tue,11,11,2003,2004,NOP ,DAL,New Orleans @ Dallas,8:30 PM,NBATV,NBATV,,,Tue Nov 11,0
11/12/2003,Wed,11,12,2003,2004,SAS ,BRK,San Antonio @ New Jersey,7:00 PM,ESPN,ESPN,,,Wed Nov 12,0
11/12/2003,Wed,11,12,2003,2004,DET ,GSW,Detroit @ Golden State,9:30 PM,ESPN,ESPN,,,Wed Nov 12,0
11/13/2003,Thu,11,13,2003,2004,HOU ,DAL,Houston @ Dallas,7:30 PM,TNT,TNT,,,Thu Nov 13,0
11/13/2003,Thu,11,13,2003,2004,SAC ,POR,Sacramento @ Portland,10:00 PM,TNT,TNT,,,Thu Nov 13,0
11/14/2003,Fri,11,14,2003,2004,SAS ,PHI,San Antonio @ Philadelphia,8:00 PM,ESPN,ESPN,,,Fri Nov 14,0
11/14/2003,Fri,11,14,2003,2004,ORL ,DEN,Orlando @ Denver,10:30 PM,ESPN,ESPN,,,Fri Nov 14,0
11/15/2003,Sat,11,15,2003,2004,PHI ,CLE,Philadelphia @ Cleveland,7:30 PM,NBATV SCORE,NBATV,SCORE,,Sat Nov 15,0
11/16/2003,Sun,11,16,2003,2004,GSW ,SAC,Golden State @ Sacramento,9:00 PM,NBATV,NBATV,,,Sun Nov 16,0
11/17/2003,Mon,11,17,2003,2004,BOS ,NYK,Boston @ New York,7:30 PM,NBATV,NBATV,,,Mon Nov 17,0
11/18/2003,Tue,11,18,2003,2004,LAL ,DET,L.A. Lakers @ Detroit,7:30 PM,SCORE,SCORE,,,Tue Nov 18,0
11/18/2003,Tue,11,18,2003,2004,CHI ,PHO,Chicago @ Phoenix,9:00 PM,NBATV,NBATV,,,Tue Nov 18,0
11/19/2003,Wed,11,19,2003,2004,DET ,MEM,Detroit @ Memphis,9:00 PM,ESPN,ESPN,,,Wed Nov 19,0
11/20/2003,Thu,11,20,2003,2004,SAS ,DAL,San Antonio @ Dallas,7:30 PM,TNT,TNT,,,Thu Nov 20,0
11/20/2003,Thu,11,20,2003,2004,ORL ,PHO,Orlando @ Phoenix,10:00 PM,TNT,TNT,,,Thu Nov 20,0
11/21/2003,Fri,11,21,2003,2004,MIN ,CLE,Minnesota @ Cleveland,8:00 PM,ESPN,ESPN,,,Fri Nov 21,0
11/21/2003,Fri,11,21,2003,2004,HOU ,POR,Houston @ Portland,10:30 PM,ESPN,ESPN,,,Fri Nov 21,0
11/22/2003,Sat,11,22,2003,2004,LAC ,MIN,L.A. Clippers @ Minnesota,8:00 PM,NBATV,NBATV,,,Sat Nov 22,0
11/23/2003,Sun,11,23,2003,2004,NOP ,DET,New Orleans @ Detroit,6:00 PM,NBATV,NBATV,,,Sun Nov 23,0
11/24/2003,Mon,11,24,2003,2004,IND ,ORL,Indiana @ Orlando,7:00 PM,NBATV,NBATV,,,Mon Nov 24,0
11/25/2003,Tue,11,25,2003,2004,CHI ,DAL,Chicago @ Dallas,8:30 PM,SCORE,SCORE,,,Tue Nov 25,0
11/25/2003,Tue,11,25,2003,2004,BRK ,OKC,New Jersey @ Seattle,10:00 PM,NBATV,NBATV,,,Tue Nov 25,0
11/26/2003,Wed,11,26,2003,2004,DET ,PHI,Detroit @ Philadelphia,7:00 PM,ESPN,ESPN,,,Wed Nov 26,0
11/27/2003,Thu,11,27,2003,2004,NYK ,IND,New York @ Indiana,7:30 PM,TNT,TNT,,,Thu Nov 27,0
11/27/2003,Thu,11,27,2003,2004,BRK ,LAC,New Jersey @ L.A. Clippers,10:00 PM,TNT,TNT,,,Thu Nov 27,0
11/28/2003,Fri,11,28,2003,2004,TOR ,ORL,Toronto @ Orlando,8:00 PM,ESPN,ESPN,,,Fri Nov 28,0
11/28/2003,Fri,11,28,2003,2004,SAS ,LAL,San Antonio @ L.A. Lakers,10:30 PM,ESPN,ESPN,,,Fri Nov 28,0
11/29/2003,Sat,11,29,2003,2004,MIN ,DAL,Minnesota @ Dallas,8:30 PM,NBATV SCORE,NBATV,SCORE,,Sat Nov 29,0
11/30/2003,Sun,11,30,2003,2004,IND ,LAL,Indiana @ L.A. Lakers,9:30 PM,NBATV,NBATV,,,Sun Nov 30,0
12/1/2003,Mon,12,1,2003,2004,BRK ,UTA,New Jersey @ Utah,9:00 PM,NBATV,NBATV,,,Mon Dec 1,0
12/2/2003,Tue,12,2,2003,2004,CLE ,DEN,Cleveland @ Denver,9:00 PM,NBATV,NBATV,,,Tue Dec 2,0
12/3/2003,Wed,12,3,2003,2004,LAL ,SAS,L.A. Lakers @ San Antonio,8:30 PM,NBATV,NBATV,,,Wed Dec 3,0
12/4/2003,Thu,12,4,2003,2004,CHI ,PHI,Chicago @ Philadelphia,7:00 PM,TNT,TNT,,,Thu Dec 4,0
12/4/2003,Thu,12,4,2003,2004,LAL ,DAL,L.A. Lakers @ Dallas,9:30 PM,TNT,TNT,,,Thu Dec 4,0
12/5/2003,Fri,12,5,2003,2004,SAS ,ORL,San Antonio @ Orlando,8:00 PM,ESPN,ESPN,,,Fri Dec 5,0
12/5/2003,Fri,12,5,2003,2004,MIN ,SAC,Minnesota @ Sacramento,10:30 PM,ESPN,ESPN,,,Fri Dec 5,0
12/6/2003,Sat,12,6,2003,2004,DET ,HOU,Detroit @ Houston,8:30 PM,NBATV,NBATV,,,Sat Dec 6,0
12/7/2003,Sun,12,7,2003,2004,OKC ,TOR,Seattle @ Toronto,4:00 PM,TSN,TSN,,,Sun Dec 7,0
12/7/2003,Sun,12,7,2003,2004,IND ,SAC,Indiana @ Sacramento,9:00 PM,NBATV,NBATV,,,Sun Dec 7,0
12/8/2003,Mon,12,8,2003,2004,PHO ,ORL,Phoenix @ Orlando,7:00 PM,NBATV,NBATV,,,Mon Dec 8,0
12/9/2003,Tue,12,9,2003,2004,TOR ,CLE,Toronto @ Cleveland,7:00 PM,TSN,TSN,,,Tue Dec 9,0
12/9/2003,Tue,12,9,2003,2004,NYK ,LAL,New York @ L.A. Lakers,10:30 PM,NBATV SCORE,NBATV,SCORE,,Tue Dec 9,0
12/10/2003,Wed,12,10,2003,2004,ORL ,WAS,Orlando @ Washington,7:00 PM,NBATV,NBATV,,,Wed Dec 10,0
12/11/2003,Thu,12,11,2003,2004,DET ,CLE,Detroit @ Cleveland,7:30 PM,TNT,TNT,,,Thu Dec 11,0
12/11/2003,Thu,12,11,2003,2004,NOP ,PHO,New Orleans @ Phoenix,10:00 PM,TNT,TNT,,,Thu Dec 11,0
12/12/2003,Fri,12,12,2003,2004,BRK ,ORL,New Jersey @ Orlando,8:00 PM,ESPN,ESPN,,,Fri Dec 12,0
12/12/2003,Fri,12,12,2003,2004,DAL ,LAL,Dallas @ L.A. Lakers,10:30 PM,ESPN TSN,ESPN,TSN,,Fri Dec 12,0
12/13/2003,Sat,12,13,2003,2004,HOU ,SAS,Houston @ San Antonio,8:30 PM,NBATV,NBATV,,,Sat Dec 13,0
12/14/2003,Sun,12,14,2003,2004,PHO ,SAC,Phoenix @ Sacramento,9:00 PM,NBATV,NBATV,,,Sun Dec 14,0
12/15/2003,Mon,12,15,2003,2004,CLE ,IND,Cleveland @ Indiana,7:00 PM,NBATV,NBATV,,,Mon Dec 15,0
12/16/2003,Tue,12,16,2003,2004,HOU ,MIN,Houston @ Minnesota,8:00 PM,NBATV SCORE,NBATV,SCORE,,Tue Dec 16,0
12/17/2003,Wed,12,17,2003,2004,DAL ,BOS,Dallas @ Boston,8:00 PM,ESPN,ESPN,,,Wed Dec 17,0
12/18/2003,Thu,12,18,2003,2004,DAL ,MIN,Dallas @ Minnesota,7:30 PM,TNT,TNT,,,Thu Dec 18,0
12/18/2003,Thu,12,18,2003,2004,PHO ,POR,Phoenix @ Portland,10:00 PM,TNT,TNT,,,Thu Dec 18,0
12/19/2003,Fri,12,19,2003,2004,DET ,IND,Detroit @ Indiana,8:00 PM,ESPN,ESPN,,,Fri Dec 19,0
12/19/2003,Fri,12,19,2003,2004,SAS ,OKC,San Antonio @ Seattle,10:30 PM,ESPN,ESPN,,,Fri Dec 19,0
12/20/2003,Sat,12,20,2003,2004,MEM ,NOP,Memphis @ New Orleans,8:00 PM,NBATV,NBATV,,,Sat Dec 20,0
12/21/2003,Sun,12,21,2003,2004,ORL ,TOR,Orlando @ Toronto,4:00 PM,TSN,TSN,,,Sun Dec 21,0
12/21/2003,Sun,12,21,2003,2004,POR ,SAC,Portland @ Sacramento,9:00 PM,NBATV,NBATV,,,Sun Dec 21,0
12/22/2003,Mon,12,22,2003,2004,ORL ,PHI,Orlando @ Philadelphia,7:00 PM,NBATV,NBATV,,,Mon Dec 22,0
12/23/2003,Tue,12,23,2003,2004,MIN ,NYK,Minnesota @ New York,7:30 PM,NBATV,NBATV,,,Tue Dec 23,0
12/25/2003,Thu,12,25,2003,2004,CLE ,ORL,Cleveland @ Orlando,2:30 PM,ESPN TSN,ESPN,TSN,,Thu Dec 25,0
12/25/2003,Thu,12,25,2003,2004,DAL ,SAC,Dallas @ Sacramento,6:00 PM,ABC,ABC,,,Thu Dec 25,0
12/25/2003,Thu,12,25,2003,2004,HOU ,LAL,Houston @ L.A. Lakers,8:30 PM,ABC,ABC,,,Thu Dec 25,0
12/26/2003,Fri,12,26,2003,2004,BRK ,DET,New Jersey @ Detroit,8:00 PM,ESPN2,ESPN2,,,Fri Dec 26,0
12/26/2003,Fri,12,26,2003,2004,MIN ,POR,Minnesota @ Portland,10:30 PM,ESPN2,ESPN2,,,Fri Dec 26,0
12/27/2003,Sat,12,27,2003,2004,BRK ,IND,New Jersey @ Indiana,8:00 PM,NBATV,NBATV,,,Sat Dec 27,0
12/28/2003,Sun,12,28,2003,2004,BOS ,LAL,Boston @ L.A. Lakers,9:30 PM,NBATV SCORE,NBATV,SCORE,,Sun Dec 28,0
12/29/2003,Mon,12,29,2003,2004,PHO ,LAC,Phoenix @ L.A. Clippers,10:30 PM,NBATV,NBATV,,,Mon Dec 29,0
12/30/2003,Tue,12,30,2003,2004,TOR ,DEN,Toronto @ Denver,9:00 PM,NBATV,NBATV,,,Tue Dec 30,0
12/31/2003,Wed,12,31,2003,2004,PHI ,HOU,Philadelphia @ Houston,10:00 PM,NBATV,NBATV,,,Wed Dec 31,0
1/2/2004,Fri,1,2,2004,2004,CLE ,BRK,Cleveland @ New Jersey,7:30 PM,NBATV,NBATV,,,Fri Jan 2,0
1/2/2004,Fri,1,2,2004,2004,LAL ,OKC,L.A. Lakers @ Seattle,10:30 PM,NBATV SCORE,NBATV,SCORE,,Fri Jan 2,0
1/3/2004,Sat,1,3,2004,2004,PHI ,SAS,Philadelphia @ San Antonio,1:30 PM,ABC,ABC,,,Sat Jan 3,0
1/3/2004,Sat,1,3,2004,2004,NOP ,IND,New Orleans @ Indiana,8:00 PM,NBATV,NBATV,,,Sat Jan 3,0
1/4/2004,Sun,1,4,2004,2004,PHO ,TOR,Phoenix @ Toronto,1:00 PM,TSN,TSN,,,Sun Jan 4,0
1/4/2004,Sun,1,4,2004,2004,MIL ,WAS,Milwaukee @ Washington,2:00 PM,NBATV,NBATV,,,Sun Jan 4,0
1/5/2004,Mon,1,5,2004,2004,DET ,BOS,Detroit @ Boston,7:00 PM,NBATV,NBATV,,,Mon Jan 5,0
