date,weekday,month,day,year,season,away,home,oppoenent,time_est,networks,network_1,network_2,network_3,date_old,preseason
2/9/2012,Thu,2,9,2012,2012,HOU ,PHO,Houston @ Phoenix,9:00 PM,NBALP SNET1,NBALP,SNET1,,Thu Feb 9,0
2/9/2012,Thu,2,9,2012,2012,OKC ,SAC,Oklahoma City @ Sacramento,10:30 PM,TNT TSN2,TNT,TSN2,,Thu Feb 9,0
2/10/2012,Fri,2,10,2012,2012,BOS ,TOR,Boston @ Toronto,7:00 PM,NBALP TSN,NBALP,TSN,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,LAC ,PHI,L.A. Clippers @ Philadelphia,7:00 PM,NBALP,NBALP,,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,MIA ,WAS,Miami @ Washington,7:00 PM,NBALP,NBALP,,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,CHI ,CHA,Chicago @ Charlotte,7:00 PM,NBALP,NBALP,,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,ATL ,ORL,Atlanta @ Orlando,7:00 PM,NBALP,NBALP,,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,BRK ,DET,New Jersey @ Detroit,7:30 PM,NBALP,NBALP,,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,MIL ,CLE,Milwaukee @ Cleveland,7:30 PM,NBALP,NBALP,,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,LAL ,NYK,L.A. Lakers @ New York,8:00 PM,ESPN NBAC,ESPN,NBAC,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,IND ,MEM,Indiana @ Memphis,8:00 PM,NBALP,NBALP,,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,POR ,NOP,Portland @ New Orleans,8:00 PM,NBALP,NBALP,,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,DAL ,MIN,Dallas @ Minnesota,8:00 PM,NBALP,NBALP,,,Fri Feb 10,0
2/10/2012,Fri,2,10,2012,2012,OKC ,UTA,Oklahoma City @ Utah,10:30 PM,ESPN SNET1,ESPN,SNET1,,Fri Feb 10,0
2/11/2012,Sat,2,11,2012,2012,LAC ,CHA,L.A. Clippers @ Charlotte,7:00 PM,NBALP,NBALP,,,Sat Feb 11,0
2/11/2012,Sat,2,11,2012,2012,DEN ,IND,Denver @ Indiana,7:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Feb 11,0
2/11/2012,Sat,2,11,2012,2012,PHI ,CLE,Philadelphia @ Cleveland,7:30 PM,NBALP,NBALP,,,Sat Feb 11,0
2/11/2012,Sat,2,11,2012,2012,SAS ,BRK,San Antonio @ New Jersey,8:00 PM,NBALP,NBALP,,,Sat Feb 11,0
2/11/2012,Sat,2,11,2012,2012,NYK ,MIN,New York @ Minnesota,8:00 PM,NBALP,NBALP,,,Sat Feb 11,0
2/11/2012,Sat,2,11,2012,2012,POR ,DAL,Portland @ Dallas,8:30 PM,NBALP SNET1,NBALP,SNET1,,Sat Feb 11,0
2/11/2012,Sat,2,11,2012,2012,ORL ,MIL,Orlando @ Milwaukee,9:00 PM,NBALP,NBALP,,,Sat Feb 11,0
2/11/2012,Sat,2,11,2012,2012,PHO ,SAC,Phoenix @ Sacramento,10:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Feb 11,0
2/12/2012,Sun,2,12,2012,2012,LAL ,TOR,L.A. Lakers @ Toronto,1:00 PM,NBALP TSN,NBALP,TSN,,Sun Feb 12,0
2/12/2012,Sun,2,12,2012,2012,CHI ,BOS,Chicago @ Boston,3:30 PM,ABC TSN2,ABC,TSN2,,Sun Feb 12,0
2/12/2012,Sun,2,12,2012,2012,WAS ,DET,Washington @ Detroit,6:00 PM,NBALP,NBALP,,,Sun Feb 12,0
2/12/2012,Sun,2,12,2012,2012,MIA ,ATL,Miami @ Atlanta,7:00 PM,ESPN SNET1,ESPN,SNET1,,Sun Feb 12,0
2/12/2012,Sun,2,12,2012,2012,HOU ,GSW,Houston @ Golden State,9:00 PM,NBALP,NBALP,,,Sun Feb 12,0
2/12/2012,Sun,2,12,2012,2012,UTA ,MEM,Utah @ Memphis,9:30 PM,ESPN NBAC,ESPN,NBAC,,Sun Feb 12,0
2/13/2012,Mon,2,13,2012,2012,PHI ,CHA,Philadelphia @ Charlotte,7:00 PM,NBALP,NBALP,,,Mon Feb 13,0
2/13/2012,Mon,2,13,2012,2012,MIN ,ORL,Minnesota @ Orlando,7:00 PM,NBATV NBAC,NBATV,NBAC,,Mon Feb 13,0
2/13/2012,Mon,2,13,2012,2012,MIA ,MIL,Miami @ Milwaukee,8:00 PM,NBALP SNET1,NBALP,SNET1,,Mon Feb 13,0
2/13/2012,Mon,2,13,2012,2012,UTA ,NOP,Utah @ New Orleans,8:00 PM,NBALP,NBALP,,,Mon Feb 13,0
2/13/2012,Mon,2,13,2012,2012,LAC ,DAL,L.A. Clippers @ Dallas,8:30 PM,NBALP,NBALP,,,Mon Feb 13,0
2/13/2012,Mon,2,13,2012,2012,PHO ,GSW,Phoenix @ Golden State,10:30 PM,NBATV SNET1,NBATV,SNET1,,Mon Feb 13,0
2/14/2012,Tue,2,14,2012,2012,NYK ,TOR,New York @ Toronto,7:00 PM,NBALP TSN,NBALP,TSN,,Tue Feb 14,0
2/14/2012,Tue,2,14,2012,2012,MIA ,IND,Miami @ Indiana,7:00 PM,NBALP,NBALP,,,Tue Feb 14,0
2/14/2012,Tue,2,14,2012,2012,SAS ,DET,San Antonio @ Detroit,7:30 PM,NBALP,NBALP,,,Tue Feb 14,0
2/14/2012,Tue,2,14,2012,2012,SAC ,CHI,Sacramento @ Chicago,8:00 PM,NBALP,NBALP,,,Tue Feb 14,0
2/14/2012,Tue,2,14,2012,2012,HOU ,MEM,Houston @ Memphis,8:00 PM,NBALP,NBALP,,,Tue Feb 14,0
2/14/2012,Tue,2,14,2012,2012,UTA ,OKC,Utah @ Oklahoma City,8:00 PM,NBALP,NBALP,,,Tue Feb 14,0
2/14/2012,Tue,2,14,2012,2012,PHO ,DEN,Phoenix @ Denver,9:00 PM,NBALP,NBALP,,,Tue Feb 14,0
2/14/2012,Tue,2,14,2012,2012,WAS ,POR,Washington @ Portland,10:00 PM,NBALP,NBALP,,,Tue Feb 14,0
2/14/2012,Tue,2,14,2012,2012,ATL ,LAL,Atlanta @ L.A. Lakers,10:30 PM,NBALP,NBALP,,,Tue Feb 14,0
2/15/2012,Wed,2,15,2012,2012,SAS ,TOR,San Antonio @ Toronto,7:00 PM,NBALP TSN2,NBALP,TSN2,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,PHI ,ORL,Philadelphia @ Orlando,7:00 PM,NBALP,NBALP,,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,DET ,BOS,Detroit @ Boston,7:30 PM,NBALP,NBALP,,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,MEM ,BRK,Memphis @ New Jersey,7:30 PM,NBATV NBAC,NBATV,NBAC,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,SAC ,NYK,Sacramento @ New York,7:30 PM,NBALP,NBALP,,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,IND ,CLE,Indiana @ Cleveland,7:30 PM,NBALP,NBALP,,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,NOP ,MIL,New Orleans @ Milwaukee,8:00 PM,NBALP,NBALP,,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,OKC ,HOU,Oklahoma City @ Houston,8:00 PM,NBALP,NBALP,,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,CHA ,MIN,Charlotte @ Minnesota,8:00 PM,NBALP,NBALP,,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,DEN ,DAL,Denver @ Dallas,8:30 PM,NBALP,NBALP,,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,ATL ,PHO,Atlanta @ Phoenix,9:00 PM,NBALP SNET1,NBALP,SNET1,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,POR ,GSW,Portland @ Golden State,10:00 PM,ESPN NBAC,ESPN,NBAC,,Wed Feb 15,0
2/15/2012,Wed,2,15,2012,2012,WAS ,LAC,Washington @ L.A. Clippers,10:30 PM,NBALP,NBALP,,,Wed Feb 15,0
2/16/2012,Thu,2,16,2012,2012,BRK ,IND,New Jersey @ Indiana,7:00 PM,NBALP,NBALP,,,Thu Feb 16,0
2/16/2012,Thu,2,16,2012,2012,BOS ,CHI,Boston @ Chicago,8:00 PM,TNT TSN2,TNT,TSN2,,Thu Feb 16,0
2/16/2012,Thu,2,16,2012,2012,LAC ,POR,L.A. Clippers @ Portland,10:30 PM,TNT TSN2,TNT,TSN2,,Thu Feb 16,0
2/17/2012,Fri,2,17,2012,2012,CHA ,TOR,Charlotte @ Toronto,7:00 PM,NBALP TSN2,NBALP,TSN2,,Fri Feb 17,0
2/17/2012,Fri,2,17,2012,2012,DAL ,PHI,Dallas @ Philadelphia,7:00 PM,NBALP,NBALP,,,Fri Feb 17,0
2/17/2012,Fri,2,17,2012,2012,MIL ,ORL,Milwaukee @ Orlando,7:00 PM,NBALP,NBALP,,,Fri Feb 17,0
2/17/2012,Fri,2,17,2012,2012,SAC ,DET,Sacramento @ Detroit,7:30 PM,NBALP,NBALP,,,Fri Feb 17,0
2/17/2012,Fri,2,17,2012,2012,MIA ,CLE,Miami @ Cleveland,7:30 PM,NBALP,NBALP,,,Fri Feb 17,0
2/17/2012,Fri,2,17,2012,2012,NOP ,NYK,New Orleans @ New York,8:00 PM,ESPN NBAC,ESPN,NBAC,,Fri Feb 17,0
2/17/2012,Fri,2,17,2012,2012,DEN ,MEM,Denver @ Memphis,8:00 PM,NBALP,NBALP,,,Fri Feb 17,0
2/17/2012,Fri,2,17,2012,2012,MIN ,HOU,Minnesota @ Houston,8:00 PM,NBALP,NBALP,,,Fri Feb 17,0
2/17/2012,Fri,2,17,2012,2012,GSW ,OKC,Golden State @ Oklahoma City,8:00 PM,NBALP,NBALP,,,Fri Feb 17,0
2/17/2012,Fri,2,17,2012,2012,WAS ,UTA,Washington @ Utah,9:00 PM,NBALP,NBALP,,,Fri Feb 17,0
2/17/2012,Fri,2,17,2012,2012,PHO ,LAL,Phoenix @ L.A. Lakers,10:30 PM,ESPN SNET1,ESPN,SNET1,,Fri Feb 17,0
2/18/2012,Sat,2,18,2012,2012,SAS ,LAC,San Antonio @ L.A. Clippers,3:30 PM,NBALP,NBALP,,,Sat Feb 18,0
2/18/2012,Sat,2,18,2012,2012,BRK ,CHI,New Jersey @ Chicago,4:00 PM,NBALP SNET1,NBALP,SNET1,,Sat Feb 18,0
2/18/2012,Sat,2,18,2012,2012,GSW ,MEM,Golden State @ Memphis,8:00 PM,NBALP,NBALP,,,Sat Feb 18,0
2/18/2012,Sat,2,18,2012,2012,ATL ,POR,Atlanta @ Portland,10:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Feb 18,0
2/19/2012,Sun,2,19,2012,2012,DAL ,NYK,Dallas @ New York,1:00 PM,ABC CHCH,ABC,CHCH,,Sun Feb 19,0
2/19/2012,Sun,2,19,2012,2012,ORL ,MIA,Orlando @ Miami,3:30 PM,ABC CHCH,ABC,CHCH,,Sun Feb 19,0
2/19/2012,Sun,2,19,2012,2012,BOS ,DET,Boston @ Detroit,6:00 PM,NBALP,NBALP,,,Sun Feb 19,0
2/19/2012,Sun,2,19,2012,2012,SAC ,CLE,Sacramento @ Cleveland,6:00 PM,NBALP,NBALP,,,Sun Feb 19,0
2/19/2012,Sun,2,19,2012,2012,CHA ,IND,Charlotte @ Indiana,6:00 PM,NBALP,NBALP,,,Sun Feb 19,0
2/19/2012,Sun,2,19,2012,2012,MIL ,BRK,Milwaukee @ New Jersey,7:00 PM,NBALP,NBALP,,,Sun Feb 19,0
2/19/2012,Sun,2,19,2012,2012,UTA ,HOU,Utah @ Houston,7:00 PM,NBALP,NBALP,,,Sun Feb 19,0
2/19/2012,Sun,2,19,2012,2012,PHI ,MIN,Philadelphia @ Minnesota,7:00 PM,NBALP,NBALP,,,Sun Feb 19,0
2/19/2012,Sun,2,19,2012,2012,DEN ,OKC,Denver @ Oklahoma City,8:00 PM,ESPN NBAC,ESPN,NBAC,,Sun Feb 19,0
2/19/2012,Sun,2,19,2012,2012,LAL ,PHO,L.A. Lakers @ Phoenix,8:00 PM,NBALP SCORE,NBALP,SCORE,,Sun Feb 19,0
2/20/2012,Mon,2,20,2012,2012,ATL ,CHI,Atlanta @ Chicago,4:00 PM,ESPN TSN2,ESPN,TSN2,,Mon Feb 20,0
2/20/2012,Mon,2,20,2012,2012,BRK ,NYK,New Jersey @ New York,7:30 PM,NBALP,NBALP,,,Mon Feb 20,0
2/20/2012,Mon,2,20,2012,2012,ORL ,MIL,Orlando @ Milwaukee,8:00 PM,NBALP,NBALP,,,Mon Feb 20,0
2/20/2012,Mon,2,20,2012,2012,MEM ,HOU,Memphis @ Houston,8:00 PM,NBALP,NBALP,,,Mon Feb 20,0
2/20/2012,Mon,2,20,2012,2012,BOS ,DAL,Boston @ Dallas,8:00 PM,TNT NBAC,TNT,NBAC,,Mon Feb 20,0
2/20/2012,Mon,2,20,2012,2012,NOP ,OKC,New Orleans @ Oklahoma City,8:00 PM,NBALP,NBALP,,,Mon Feb 20,0
2/20/2012,Mon,2,20,2012,2012,MIN ,DEN,Minnesota @ Denver,9:00 PM,NBALP,NBALP,,,Mon Feb 20,0
2/20/2012,Mon,2,20,2012,2012,SAS ,UTA,San Antonio @ Utah,9:00 PM,NBALP,NBALP,,,Mon Feb 20,0
2/20/2012,Mon,2,20,2012,2012,WAS ,PHO,Washington @ Phoenix,9:00 PM,NBALP SNET1,NBALP,SNET1,,Mon Feb 20,0
2/20/2012,Mon,2,20,2012,2012,POR ,LAL,Portland @ L.A. Lakers,10:30 PM,TNT TSN2,TNT,TSN2,,Mon Feb 20,0
2/20/2012,Mon,2,20,2012,2012,LAC ,GSW,L.A. Clippers @ Golden State,10:30 PM,NBALP,NBALP,,,Mon Feb 20,0
2/21/2012,Tue,2,21,2012,2012,DET ,CLE,Detroit @ Cleveland,7:00 PM,NBALP,NBALP,,,Tue Feb 21,0
2/21/2012,Tue,2,21,2012,2012,NOP ,IND,New Orleans @ Indiana,7:00 PM,NBALP,NBALP,,,Tue Feb 21,0
2/21/2012,Tue,2,21,2012,2012,SAC ,MIA,Sacramento @ Miami,7:30 PM,NBALP,NBALP,,,Tue Feb 21,0
2/21/2012,Tue,2,21,2012,2012,PHI ,MEM,Philadelphia @ Memphis,8:00 PM,NBALP,NBALP,,,Tue Feb 21,0
2/21/2012,Tue,2,21,2012,2012,SAS ,POR,San Antonio @ Portland,10:00 PM,NBALP,NBALP,,,Tue Feb 21,0
2/22/2012,Wed,2,22,2012,2012,DET ,TOR,Detroit @ Toronto,7:00 PM,NBALP TSN2,NBALP,TSN2,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,SAC ,WAS,Sacramento @ Washington,7:00 PM,NBALP,NBALP,,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,IND ,CHA,Indiana @ Charlotte,7:00 PM,NBALP,NBALP,,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,NOP ,CLE,New Orleans @ Cleveland,7:00 PM,NBALP,NBALP,,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,BOS ,OKC,Boston @ Oklahoma City,7:00 PM,ESPN NBAC,ESPN,NBAC,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,ORL ,BRK,Orlando @ New Jersey,7:30 PM,NBALP,NBALP,,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,ATL ,NYK,Atlanta @ New York,7:30 PM,NBALP,NBALP,,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,MIL ,CHI,Milwaukee @ Chicago,8:00 PM,NBALP,NBALP,,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,PHI ,HOU,Philadelphia @ Houston,8:00 PM,NBALP,NBALP,,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,UTA ,MIN,Utah @ Minnesota,8:00 PM,NBALP,NBALP,,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,GSW ,PHO,Golden State @ Phoenix,9:00 PM,NBALP,NBALP,,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,LAL ,DAL,L.A. Lakers @ Dallas,9:30 PM,ESPN SNET1,ESPN,SNET1,,Wed Feb 22,0
2/22/2012,Wed,2,22,2012,2012,DEN ,LAC,Denver @ L.A. Clippers,10:30 PM,NBALP,NBALP,,,Wed Feb 22,0
2/23/2012,Thu,2,23,2012,2012,NYK ,MIA,New York @ Miami,7:00 PM,TNT TSN2,TNT,TSN2,,Thu Feb 23,0
2/23/2012,Thu,2,23,2012,2012,ORL ,ATL,Orlando @ Atlanta,7:30 PM,NBALP,NBALP,,,Thu Feb 23,0
2/23/2012,Thu,2,23,2012,2012,SAS ,DEN,San Antonio @ Denver,9:00 PM,NBALP,NBALP,,,Thu Feb 23,0
2/23/2012,Thu,2,23,2012,2012,LAL ,OKC,L.A. Lakers @ Oklahoma City,9:30 PM,TNT TSN2,TNT,TSN2,,Thu Feb 23,0
2/28/2012,Tue,2,28,2012,2012,BOS ,CLE,Boston @ Cleveland,7:00 PM,NBALP,NBALP,,,Tue Feb 28,0
2/28/2012,Tue,2,28,2012,2012,GSW ,IND,Golden State @ Indiana,7:00 PM,NBALP,NBALP,,,Tue Feb 28,0
2/28/2012,Tue,2,28,2012,2012,PHI ,DET,Philadelphia @ Detroit,7:30 PM,NBALP,NBALP,,,Tue Feb 28,0
2/28/2012,Tue,2,28,2012,2012,NOP ,CHI,New Orleans @ Chicago,8:00 PM,NBALP,NBALP,,,Tue Feb 28,0
2/28/2012,Tue,2,28,2012,2012,WAS ,MIL,Washington @ Milwaukee,8:00 PM,NBALP,NBALP,,,Tue Feb 28,0
2/28/2012,Tue,2,28,2012,2012,TOR ,HOU,Toronto @ Houston,8:00 PM,NBALP TSN,NBALP,TSN,,Tue Feb 28,0
2/28/2012,Tue,2,28,2012,2012,BRK ,DAL,New Jersey @ Dallas,8:30 PM,NBALP,NBALP,,,Tue Feb 28,0
2/28/2012,Tue,2,28,2012,2012,UTA ,SAC,Utah @ Sacramento,10:00 PM,NBALP,NBALP,,,Tue Feb 28,0
2/28/2012,Tue,2,28,2012,2012,MIN ,LAC,Minnesota @ L.A. Clippers,10:30 PM,NBALP SCORE,NBALP,SCORE,,Tue Feb 28,0
2/29/2012,Wed,2,29,2012,2012,OKC ,PHI,Oklahoma City @ Philadelphia,7:00 PM,NBALP,NBALP,,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,ORL ,WAS,Orlando @ Washington,7:00 PM,NBALP,NBALP,,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,MIL ,BOS,Milwaukee @ Boston,7:30 PM,NBALP,NBALP,,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,CLE ,NYK,Cleveland @ New York,7:30 PM,NBALP,NBALP,,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,GSW ,ATL,Golden State @ Atlanta,7:30 PM,NBALP,NBALP,,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,CHA ,DET,Charlotte @ Detroit,7:30 PM,NBALP,NBALP,,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,DAL ,MEM,Dallas @ Memphis,8:00 PM,NBALP,NBALP,,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,TOR ,NOP,Toronto @ New Orleans,8:00 PM,NBALP SNET1,NBALP,SNET1,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,CHI ,SAS,Chicago @ San Antonio,9:00 PM,ESPN NBAC,ESPN,NBAC,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,POR ,DEN,Portland @ Denver,9:00 PM,NBALP,NBALP,,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,HOU ,UTA,Houston @ Utah,9:00 PM,NBALP,NBALP,,,Wed Feb 29,0
2/29/2012,Wed,2,29,2012,2012,MIN ,LAL,Minnesota @ L.A. Lakers,10:30 PM,NBALP SNET1,NBALP,SNET1,,Wed Feb 29,0
3/1/2012,Thu,3,1,2012,2012,OKC ,ORL,Oklahoma City @ Orlando,8:00 PM,TNT TSN,TNT,TSN,,Thu Mar 1,0
3/1/2012,Thu,3,1,2012,2012,MIN ,PHO,Minnesota @ Phoenix,9:00 PM,NBALP,NBALP,,,Thu Mar 1,0
3/1/2012,Thu,3,1,2012,2012,LAC ,SAC,L.A. Clippers @ Sacramento,10:00 PM,NBALP,NBALP,,,Thu Mar 1,0
3/1/2012,Thu,3,1,2012,2012,MIA ,POR,Miami @ Portland,10:30 PM,TNT TSN,TNT,TSN,,Thu Mar 1,0
3/2/2012,Fri,3,2,2012,2012,MEM ,TOR,Memphis @ Toronto,7:00 PM,NBALP TSN2,NBALP,TSN2,,Fri Mar 2,0
3/2/2012,Fri,3,2,2012,2012,BRK ,BOS,New Jersey @ Boston,7:30 PM,NBALP,NBALP,,,Fri Mar 2,0
3/2/2012,Fri,3,2,2012,2012,MIL ,ATL,Milwaukee @ Atlanta,7:30 PM,NBALP,NBALP,,,Fri Mar 2,0
3/2/2012,Fri,3,2,2012,2012,CHI ,CLE,Chicago @ Cleveland,7:30 PM,NBALP,NBALP,,,Fri Mar 2,0
3/2/2012,Fri,3,2,2012,2012,GSW ,PHI,Golden State @ Philadelphia,8:00 PM,ESPN NBAC,ESPN,NBAC,,Fri Mar 2,0
3/2/2012,Fri,3,2,2012,2012,DAL ,NOP,Dallas @ New Orleans,8:00 PM,NBALP,NBALP,,,Fri Mar 2,0
3/2/2012,Fri,3,2,2012,2012,DEN ,HOU,Denver @ Houston,8:00 PM,NBALP,NBALP,,,Fri Mar 2,0
3/2/2012,Fri,3,2,2012,2012,CHA ,SAS,Charlotte @ San Antonio,8:30 PM,NBALP,NBALP,,,Fri Mar 2,0
3/2/2012,Fri,3,2,2012,2012,MIA ,UTA,Miami @ Utah,9:00 PM,NBALP,NBALP,,,Fri Mar 2,0
3/2/2012,Fri,3,2,2012,2012,LAC ,PHO,L.A. Clippers @ Phoenix,10:30 PM,ESPN SNET1,ESPN,SNET1,,Fri Mar 2,0
3/2/2012,Fri,3,2,2012,2012,SAC ,LAL,Sacramento @ L.A. Lakers,10:30 PM,NBALP,NBALP,,,Fri Mar 2,0
3/3/2012,Sat,3,3,2012,2012,CLE ,WAS,Cleveland @ Washington,7:00 PM,NBALP,NBALP,,,Sat Mar 3,0
3/3/2012,Sat,3,3,2012,2012,OKC ,ATL,Oklahoma City @ Atlanta,7:00 PM,NBALP,NBALP,,,Sat Mar 3,0
3/3/2012,Sat,3,3,2012,2012,MIL ,ORL,Milwaukee @ Orlando,7:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Mar 3,0
3/3/2012,Sat,3,3,2012,2012,DET ,MEM,Detroit @ Memphis,8:00 PM,NBALP,NBALP,,,Sat Mar 3,0
3/3/2012,Sat,3,3,2012,2012,IND ,NOP,Indiana @ New Orleans,8:00 PM,NBALP,NBALP,,,Sat Mar 3,0
3/3/2012,Sat,3,3,2012,2012,UTA ,DAL,Utah @ Dallas,8:30 PM,NBALP,NBALP,,,Sat Mar 3,0
3/3/2012,Sat,3,3,2012,2012,MIN ,POR,Minnesota @ Portland,10:00 PM,NBATV NBAC,NBATV,NBAC,,Sat Mar 3,0
3/4/2012,Sun,3,4,2012,2012,NYK ,BOS,New York @ Boston,1:00 PM,ABC CHCH,ABC,CHCH,,Sun Mar 4,0
3/4/2012,Sun,3,4,2012,2012,MIA ,LAL,Miami @ L.A. Lakers,3:30 PM,ABC CHCH,ABC,CHCH,,Sun Mar 4,0
3/4/2012,Sun,3,4,2012,2012,GSW ,TOR,Golden State @ Toronto,6:00 PM,NBALP SNET1,NBALP,SNET1,,Sun Mar 4,0
3/4/2012,Sun,3,4,2012,2012,BRK ,CHA,New Jersey @ Charlotte,6:00 PM,NBALP,NBALP,,,Sun Mar 4,0
3/4/2012,Sun,3,4,2012,2012,CHI ,PHI,Chicago @ Philadelphia,7:00 PM,ESPN NBAC,ESPN,NBAC,,Sun Mar 4,0
3/4/2012,Sun,3,4,2012,2012,LAC ,HOU,L.A. Clippers @ Houston,7:00 PM,NBALP,NBALP,,,Sun Mar 4,0
3/4/2012,Sun,3,4,2012,2012,SAC ,PHO,Sacramento @ Phoenix,8:00 PM,NBALP SNET1,NBALP,SNET1,,Sun Mar 4,0
3/4/2012,Sun,3,4,2012,2012,DEN ,SAS,Denver @ San Antonio,9:30 PM,ESPN NBAC,ESPN,NBAC,,Sun Mar 4,0
3/5/2012,Mon,3,5,2012,2012,ORL ,TOR,Orlando @ Toronto,7:00 PM,NBALP TSN2,NBALP,TSN2,,Mon Mar 5,0
3/5/2012,Mon,3,5,2012,2012,GSW ,WAS,Golden State @ Washington,7:00 PM,NBALP,NBALP,,,Mon Mar 5,0
3/5/2012,Mon,3,5,2012,2012,UTA ,CLE,Utah @ Cleveland,7:00 PM,NBALP,NBALP,,,Mon Mar 5,0
3/5/2012,Mon,3,5,2012,2012,IND ,CHI,Indiana @ Chicago,8:00 PM,NBALP,NBALP,,,Mon Mar 5,0
3/5/2012,Mon,3,5,2012,2012,PHI ,MIL,Philadelphia @ Milwaukee,8:00 PM,NBALP,NBALP,,,Mon Mar 5,0
3/5/2012,Mon,3,5,2012,2012,DAL ,OKC,Dallas @ Oklahoma City,8:00 PM,NBATV NBAC,NBATV,NBAC,,Mon Mar 5,0
3/5/2012,Mon,3,5,2012,2012,LAC ,MIN,L.A. Clippers @ Minnesota,8:00 PM,NBALP,NBALP,,,Mon Mar 5,0
3/5/2012,Mon,3,5,2012,2012,SAC ,DEN,Sacramento @ Denver,9:00 PM,NBALP,NBALP,,,Mon Mar 5,0
3/5/2012,Mon,3,5,2012,2012,NOP ,POR,New Orleans @ Portland,10:00 PM,NBALP,NBALP,,,Mon Mar 5,0
3/6/2012,Tue,3,6,2012,2012,ORL ,CHA,Orlando @ Charlotte,7:00 PM,NBALP,NBALP,,,Tue Mar 6,0
3/6/2012,Tue,3,6,2012,2012,ATL ,IND,Atlanta @ Indiana,7:00 PM,NBALP,NBALP,,,Tue Mar 6,0
3/6/2012,Tue,3,6,2012,2012,HOU ,BOS,Houston @ Boston,7:30 PM,NBALP,NBALP,,,Tue Mar 6,0
3/6/2012,Tue,3,6,2012,2012,BRK ,MIA,New Jersey @ Miami,7:30 PM,NBALP,NBALP,,,Tue Mar 6,0
3/6/2012,Tue,3,6,2012,2012,LAL ,DET,L.A. Lakers @ Detroit,7:30 PM,NBALP,NBALP,,,Tue Mar 6,0
3/6/2012,Tue,3,6,2012,2012,NYK ,DAL,New York @ Dallas,8:30 PM,NBALP,NBALP,,,Tue Mar 6,0
3/7/2012,Wed,3,7,2012,2012,HOU ,TOR,Houston @ Toronto,7:00 PM,NBALP SNET,NBALP,SNET,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,BOS ,PHI,Boston @ Philadelphia,7:00 PM,NBALP,NBALP,,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,LAL ,WAS,L.A. Lakers @ Washington,7:00 PM,NBALP,NBALP,,,Wed Mar 7,0
3/7/2012,Wed,3,7,2012,2012,UTA ,CHA,Utah @ Charlotte,7:00 PM,NBALP,NBALP,,,Wed Mar 7,0
